Engine rpm,Lub oil pressure,Fuel pressure,Coolant pressure,lub oil temp,Coolant temp
608,2.424684271,9.478545185,2.214676658,73.81301412,72.14040123
554,0.385682042,5.417357467,1.654031638,73.95415753,80.70851238
1093,3.834514131,5.758317951,1.154248589,77.0301459,75.80597555
1192,5.384548236,4.031249713,1.418774262,78.43781646,84.7454605
865,3.786986123,8.253090346,1.036289976,77.00885836,69.21972969
937,1.985188824,5.482787259,2.184039856,76.09345229,75.36743559
871,2.470926284,5.881057836,2.367421861,77.0925785,80.33820255
576,2.669909757,4.520585362,1.23182715,77.19381414,81.67649972
632,2.652746752,5.91558944,1.817757154,78.67720955,71.06085792
387,2.41422254,5.28609528,3.203941661,74.05471378,82.30946933
598,2.874601344,4.699484811,2.766251489,76.60141733,76.10965521
732,3.228021476,7.786047975,1.44820334,74.97626994,64.92378138
823,3.254864811,4.02411854,2.26980315,76.95941314,71.55102328
993,2.425632788,4.95113772,1.676549478,75.95836831,77.69336667
687,2.796597824,6.937975204,2.370864773,77.94841666,79.99639796
555,2.073370602,5.503395669,4.019760455,77.55317483,75.50897318
709,3.181248672,7.343082196,2.037337711,76.89156158,79.52450289
616,3.759276949,4.515037434,2.666761094,76.73768328,87.74047641
758,4.81004913,4.633135297,1.51552858,76.00054248,71.71778428
673,2.931258873,6.155399147,1.927421039,76.9602504,84.57597483
597,2.538342344,5.484818547,1.594207478,76.64474947,75.23958504
409,3.50126803,4.426921525,2.130623616,75.87592987,87.53741545
907,2.458382351,5.187853354,1.323614456,75.38578776,76.73166217
635,3.309585323,4.404130846,1.51556581,76.10987971,69.1804722
901,3.351863829,6.568107453,1.233259908,77.3572823,76.35183254
575,2.765933091,5.249213731,2.167234412,76.68586047,80.04791177
772,3.758436947,5.266509164,1.317530962,77.26808802,91.35346866
717,3.32553092,7.388977164,1.565634863,77.21903164,88.17929158
416,4.495866426,5.620698089,2.52302796,77.23336741,79.77955612
612,2.271192005,6.515222217,1.871496755,74.90171399,88.1336135
536,3.022837954,4.073515831,1.530006547,75.11304905,88.42787632
541,3.748771916,6.30106059,1.847131525,76.70994066,80.89350668
600,1.853106788,6.602294254,2.45541512,75.77570898,80.19658886
849,5.569405368,8.267847899,1.125176516,76.17114075,74.15637527
833,2.821520136,6.18773975,2.830499581,75.6900131,73.95402241
640,4.483560331,6.790050955,2.158611417,78.0578914,75.51278525
768,3.076909807,5.305303241,1.135412593,77.03803634,80.90654706
687,2.786011084,3.598678155,3.207801818,77.21461684,81.02542684
837,2.545010933,2.790887246,1.785302898,77.56442114,75.30411335
943,5.011516282,5.32835828,2.244294471,75.07943087,71.79552494
817,3.341815296,10.92561602,4.488822545,77.14157365,69.71136342
723,3.726585895,4.315852705,3.469352428,75.69165336,67.0192265
778,3.77062129,5.712575629,1.30491134,77.39997821,78.66519154
665,3.02079774,7.931052314,2.793914967,76.94930205,76.39563489
989,2.226645501,4.804791108,0.816790656,74.8576506,77.09350566
534,3.129785466,5.809633905,1.781483065,76.36593211,80.46175329
1272,2.687719712,3.040153871,1.541550704,75.34323892,78.3657628
769,3.537460581,10.65532883,3.002971767,78.00549826,83.02073397
1017,4.729538024,7.642490122,0.176520723,75.50616205,72.08347378
896,2.723404007,9.111767874,2.07950512,76.44088899,78.94317115
422,2.800016094,9.509489124,1.308560751,77.1760091,71.52253542
553,2.999496611,11.20441596,1.698592325,75.39389691,75.80587315
1253,3.440128874,7.762260658,2.458026247,75.68259751,83.50255221
907,1.105564518,10.13289483,1.534424936,74.88737418,72.93676893
467,3.09554407,4.751270676,2.428702005,77.76895038,70.23161126
852,2.399296696,5.423045006,2.714086526,74.7148213,80.17966073
553,1.942820524,5.55089202,2.750779357,77.34983658,87.95951058
1400,3.627284331,6.595786123,2.643647488,74.99247673,75.4870706
1130,2.217448493,4.432310818,1.092089388,76.02897889,76.101011
833,2.142326558,8.305309657,1.916753567,74.91462281,77.67553314
817,4.270764413,8.031881155,1.282675747,74.88688453,80.47703875
482,4.812413744,7.999607339,1.593443753,74.16874408,73.60834375
455,5.236365686,8.199034085,3.289016093,75.55555942,92.48471227
960,3.808378792,1.679846247,2.039587316,76.82519994,74.17933635
1297,3.29499164,4.648868414,1.509988088,75.40835703,76.06233116
696,3.094163372,8.291815546,1.221728774,77.17969299,73.62439552
532,2.425273383,6.728471373,2.529577947,75.04811714,78.00479854
695,3.781433071,5.557542975,3.475609758,73.15921691,79.4191995
597,1.739051112,6.864644705,1.623449034,76.444468,76.6804214
782,4.611320432,5.399666891,1.80816478,75.80120903,74.19338501
988,4.656344664,8.617087139,1.633913696,79.56105761,73.74378394
444,3.037433454,7.542188142,1.687151165,74.05554878,81.55608815
770,5.316130899,3.690486995,1.914794062,74.69267737,86.70109451
421,2.311524171,7.743172745,2.695075808,76.83170398,92.36638208
725,3.237588564,5.650669756,2.233853068,77.97110141,84.10324883
661,2.238634447,5.661943863,3.489123034,74.81308772,64.97623692
724,2.059781858,5.518458272,3.313381541,74.28229444,87.26105151
654,2.61577103,6.20533738,2.338554659,76.13776384,91.96149232
532,1.966882135,4.140219792,1.37641403,77.74642232,75.21749646
765,1.890094521,7.439245141,1.530825915,73.99926499,75.71858687
1003,2.845382919,3.910053015,1.358104053,77.97516676,76.01837227
763,1.880444906,2.406324584,2.54608473,77.93531438,83.18494367
1008,3.279696222,11.3793887,2.628780754,75.42478919,76.04703855
1291,1.900723377,4.250643743,2.87844848,77.19478415,81.68644118
925,4.13981912,6.054372396,2.449662246,76.54518181,73.55440469
970,4.810464402,3.037662415,1.757821625,76.67303597,79.07012587
383,3.458565868,8.061969245,3.26178897,76.26273574,83.01099114
660,2.434678548,3.532638639,1.394661574,77.60315169,84.56552221
645,5.607331944,6.245702271,1.611965197,76.84530631,79.4779275
660,2.499249314,4.819286297,1.867082347,74.06009495,84.29837649
659,3.376475696,2.478658665,1.42488871,78.19684514,86.55793872
690,5.40598474,4.414792675,2.583065629,79.77666355,78.97597364
552,3.507428674,4.891495436,0.116396657,74.29689761,73.2198312
599,3.821001494,8.738251593,2.827836212,77.4842476,78.45991994
507,2.324359567,11.76618758,2.305819273,75.06838372,85.09751991
583,3.844137459,5.294887702,1.667574016,73.69619221,74.77702775
717,4.602926521,7.164758345,1.55878011,74.96539333,76.59586317
589,3.256461223,4.667540417,3.006042113,77.01874745,78.69870609
999,3.120914815,7.592592435,2.823375645,76.48071736,79.06477276
1015,3.164222514,9.547320093,2.07011678,76.79622145,78.86601174
670,3.451236228,7.509688412,2.355928282,74.76011996,88.47291251
914,2.418996416,4.543712121,3.284234282,81.21450353,76.83760593
824,2.796391882,11.01876967,1.664563986,74.10656639,83.92711364
550,5.106337489,5.934182957,1.997549407,77.01175064,73.5521676
675,3.561178406,5.163843547,1.795378364,76.68168002,72.20459429
664,1.894423161,3.411681074,2.994107532,78.58122914,79.47101475
963,1.999209762,5.830339846,4.719131813,78.27132158,87.81503455
772,4.958078387,5.592262511,2.420141356,75.53379579,86.91078311
1130,3.858029899,6.489730891,2.090393615,75.95945549,70.88803767
914,3.712221531,5.169226837,4.331322201,77.82501287,74.77342048
760,2.876488558,5.713542542,3.041138563,74.52728999,73.25513073
859,2.113640617,5.0984137,1.442480304,74.4138282,82.56044069
866,4.850334316,6.149134497,2.634194616,77.54187474,75.47166269
847,4.232853782,4.487787423,2.83907571,75.81364284,70.6833905
898,2.873924262,8.774798313,2.338041086,77.93117695,83.01625027
666,3.995585556,9.824106527,1.945284921,76.09274873,89.90083727
820,3.154229525,5.140304329,2.763077258,77.4512842,76.1820537
814,1.305559137,4.714444248,1.701006965,77.53570482,70.2116655
990,3.657748467,3.332366931,4.55715919,75.13754259,87.77622369
679,3.671640671,4.037141727,1.221788423,76.27958399,73.36289384
706,5.024900831,9.398410108,1.168896219,77.06181075,80.10721293
940,2.575607723,2.289009696,2.049784896,78.11755056,78.54966381
471,2.273041389,1.732374066,3.032399905,76.84999334,87.611261
563,3.779414757,5.172752113,2.946320102,75.47042758,82.82268386
653,1.698465509,3.985310884,1.902108897,78.15577274,77.19635246
1040,3.869000604,4.187460259,2.104021552,77.51428286,85.03221084
1066,1.716881175,6.109691814,3.453199652,76.55559023,78.54754743
852,2.279259435,3.596941685,1.930851363,77.48648929,79.39829906
713,3.686923292,5.380364062,1.427176815,76.73630954,76.7208844
943,2.01036288,3.875532468,1.529384737,76.1359751,86.51059756
1136,3.185263171,6.019692183,2.655349257,78.08796265,82.66689617
1277,5.476089667,6.054230502,3.382992367,75.17485867,80.13818987
552,3.090189975,5.166196114,1.825658319,75.64581999,84.66617458
661,2.546529179,10.52663226,2.457568595,76.45984386,76.15620972
642,5.403001989,5.509333506,1.998666893,75.2760804,65.59656536
777,3.335959543,10.62667015,1.706819631,76.68986337,80.72278955
844,2.138058334,5.53870194,2.638950649,74.11930032,77.37437153
978,3.177879562,4.615674252,1.879640693,77.27688568,78.12398707
825,3.089788041,4.394208484,2.49876933,76.25669379,76.77554419
1202,3.26844013,5.674026352,2.336344807,76.73985151,72.9614694
670,2.492499635,7.122014737,1.280185897,81.01274421,77.18424715
882,3.057758693,7.094138131,2.748889556,75.63869528,75.01953781
611,4.023186955,5.837073691,1.404984382,75.98771303,84.56593518
635,4.344697946,7.578583626,3.36190779,78.23890899,80.7593629
667,3.125523911,5.394130099,2.573339067,76.38453145,79.77852543
781,4.584106817,6.711678597,1.630192209,77.14319597,79.8450681
825,3.384343129,4.496815639,2.763722907,78.27803397,72.14973671
821,2.928228438,9.526022586,2.822655272,76.74972928,77.27587095
951,1.994245719,3.903005969,1.59025105,78.17363546,74.27753393
1289,4.774683699,4.686137812,2.688664232,77.90152278,76.11574672
944,2.86383119,8.249719312,3.122879827,78.1755495,84.49419092
1140,3.533413249,5.959691224,0.744993909,75.35195661,70.44185029
485,4.847597702,8.725143157,1.439916471,76.75492979,79.18283218
836,2.257908521,7.954665127,0.906471298,76.98901941,81.27715764
639,4.414284421,7.108528758,1.94620723,80.20928992,71.65146187
1132,2.522059603,8.797528125,3.614791321,78.67936822,72.11997798
705,3.171883909,4.743914232,2.282158866,74.43079729,75.94773112
469,3.283812058,7.384226538,2.732531743,77.01655004,75.23278655
603,2.834343263,8.813425162,2.705945601,74.44328658,82.79210004
614,2.862305624,5.640912388,1.913269086,75.80233857,81.32381693
739,4.130398482,5.390149994,1.716525999,75.09789513,75.06264524
655,3.049225454,8.558616624,2.135557151,74.35515872,79.54537181
483,2.049330024,6.765178651,1.772879875,78.39481215,83.47022591
600,2.920818948,5.676092599,1.298006792,76.0878562,80.7290024
498,3.737556423,8.149470874,3.111529421,75.45150241,71.64311167
764,3.116538401,10.38237757,2.478255895,74.89156309,66.24141586
471,2.530021373,3.791860559,2.842785764,76.85761685,73.92428444
1003,3.15077892,10.33178642,3.043837959,75.60754601,69.94245214
666,2.058662917,2.236146421,1.777788184,77.37216742,79.12553764
493,3.611864995,5.96006489,2.837101538,74.35848392,75.25495088
474,2.327242337,8.18935139,1.420848775,74.44951001,80.74402274
997,3.999723734,5.764710367,1.739753377,75.90665236,79.49740748
779,3.429989187,5.800241143,4.689986766,74.59217689,88.10403263
928,4.44737082,5.213703686,1.592468266,77.63493297,76.78851107
954,4.026268259,3.930679017,2.198983644,75.55837361,81.49932721
1082,2.211388294,3.868572559,1.366477465,77.08818762,78.30125006
531,3.69868181,7.395303686,2.875462858,74.49536935,71.97374572
723,2.937291339,8.667018308,2.475185521,81.35088394,79.55552224
949,2.97920783,7.777873183,3.481791438,76.39190337,75.05398869
632,2.585836655,4.562872415,1.568629068,75.05046312,76.06017011
700,1.959007999,7.236949519,2.912914296,73.7988241,77.78665356
626,2.46984183,6.195276965,2.200174056,75.20427445,81.19457179
570,2.430015092,7.928763746,2.157161733,75.66652052,87.3897552
794,2.820704437,6.143274356,2.094809422,75.86764976,68.26823022
725,3.295884702,6.932236454,1.086228872,76.8405796,79.20049708
745,2.463758124,4.422191879,1.927244475,78.02143549,78.58055412
855,2.185313971,6.257491757,2.115344549,74.9370902,74.14276482
853,2.157795325,2.107162428,2.189250978,77.94323033,88.03722376
915,2.80172925,7.624090285,2.508784801,76.13468883,73.29983307
565,4.006430279,10.23657458,1.314260905,78.07785358,87.13048948
487,2.759549004,6.252220171,2.110054506,76.82132467,75.5577182
1258,2.959647655,4.557222071,1.953855626,75.38012938,70.47834215
545,4.830597479,5.358682524,1.018291703,77.10357323,83.76773916
801,3.009651027,11.14307363,2.696645155,76.40366232,77.07768309
604,4.798783832,5.938222137,2.235150404,76.44099344,67.67859136
498,2.441165477,2.306356279,3.163600774,76.27007587,80.50111556
729,4.267034658,5.631333382,2.59657626,76.42661335,73.21978294
482,2.821381931,4.999779069,0.95633874,78.04625105,87.41960539
853,2.734084258,5.654993614,1.656460997,76.46320302,81.83887521
647,5.129979003,9.633408082,2.329322185,72.74224465,79.97505795
473,3.24984172,5.929335676,3.228640584,75.4433395,76.9919561
703,2.304973321,5.920579709,2.333189666,76.38721297,69.26046958
573,5.372805598,4.792874121,1.10002419,76.4160639,78.87970327
568,3.000969364,5.420917152,1.813403004,76.64260782,77.04412464
1019,3.029012774,6.340590041,1.376824711,75.54660151,70.02443804
969,3.871504195,7.980959388,2.348143353,77.22540999,86.52515065
624,5.260815068,6.50252374,1.440062434,73.37439527,65.87993007
534,2.386087564,7.348734465,1.315339394,75.36519231,74.10797925
717,3.031110092,7.099309122,1.950791551,75.686064,81.90780334
630,2.114510676,7.240794532,3.393747328,76.78148112,69.90986437
616,4.858363672,4.415122508,2.707358721,77.0420912,74.42705757
809,2.464741128,3.38910899,1.502912909,75.63571597,76.23936186
469,4.316091783,8.815245512,2.030022657,76.61637705,67.28254107
817,3.184553523,5.351400046,3.3725629,77.99998828,72.69007058
589,4.220424194,10.72087551,1.358549674,73.24469357,65.34518525
489,2.778089008,5.437664328,1.755012332,77.82063186,78.60322175
710,3.633676377,7.302865134,2.328290421,77.79355239,76.3863847
497,1.998561884,5.067189875,1.871487349,74.16663762,80.52864661
1358,2.388108421,7.537317364,2.625804589,77.60200389,81.21614388
568,2.242280155,6.365301612,2.316399667,75.16731748,78.54998651
674,2.983177529,5.827114398,2.721463332,76.02240577,69.39288884
584,2.716873725,7.157043004,2.370023954,78.09041723,79.8558815
947,1.176992686,5.923353659,2.253124896,75.47803052,83.53403967
540,3.878581583,7.175384283,1.512568222,74.60066316,74.42623108
737,4.699706716,6.175904734,1.931674793,75.0178123,86.78035181
655,3.107896456,6.536969984,2.142271167,75.13153858,77.28476906
546,4.53997054,6.441777845,1.38472139,77.785426,81.14802695
1261,2.510204192,3.845683098,1.078611087,77.67662907,70.43216749
459,1.904203197,6.251307575,1.54212355,72.25759443,84.09479595
758,3.155062455,6.204105619,2.947408616,76.10917919,76.07697178
589,2.516460826,6.335926053,1.200563597,78.08629433,69.48130375
719,3.026764776,3.264012469,1.578630302,77.41443743,78.85884556
677,3.617240162,4.0898598,1.99805385,75.69518474,86.43218807
783,4.995095148,5.183420087,0.891150263,76.80294478,69.46021785
927,2.126986459,6.484975983,2.947084568,76.49188194,79.77592938
643,4.286139245,5.007287577,1.814183931,76.57921004,89.85928154
596,3.126123146,5.779391965,1.779808344,73.31708201,66.10565024
1076,2.323053603,6.168288777,0.875034978,77.42756068,86.31617632
568,2.66058104,8.023598072,2.359531979,80.89976356,75.51031784
945,3.359871852,6.136983887,1.930852364,75.18904852,75.22928533
469,1.775406742,4.008435304,2.838595752,76.93969442,87.62862685
937,3.193860212,3.37589047,2.925559167,80.49251486,79.32599849
1178,3.827742201,5.144443338,1.29840427,77.89435758,78.64160148
1172,4.464110557,5.83133014,1.358946024,76.34261762,73.17979716
915,3.79158678,5.86040647,3.283023758,78.29880624,78.09787867
623,2.713975696,3.779507729,1.643577723,74.60824467,74.58175449
824,2.712242229,4.206174243,3.449774441,75.71107285,84.92637957
602,1.943916886,5.19777224,1.891647417,78.22837402,75.55126338
1041,4.211048148,5.424242712,1.414678159,77.09363254,80.05422254
806,4.831167953,9.848421622,1.824947835,76.40074085,75.69419164
640,3.600330922,6.324964356,1.327997836,75.83478422,79.95590789
954,5.674536282,4.090943714,2.457564588,74.61269301,68.43039755
546,2.133423591,3.285286046,2.000889028,76.69636255,72.99274196
556,4.169515804,4.919423042,2.067889944,76.99977042,73.38605691
789,5.695134281,7.39662959,4.34109313,75.61662981,72.94769342
670,1.958243515,7.152135393,1.707996493,78.3719757,75.90208418
906,2.862582911,5.599955943,3.181995002,77.12500114,74.44820295
1387,4.552490259,11.35447043,1.168859832,78.8806017,81.35354368
993,3.40758752,5.8161253,1.781742347,75.52255308,68.42423562
736,2.805401815,5.736271892,2.487781925,77.02561831,83.41942392
845,2.579340705,4.51150247,2.165536444,77.25569192,85.23342692
472,4.04942787,6.085284431,3.779950206,74.21791632,80.44012874
519,0.837446276,4.980771683,2.603721045,76.40950921,78.23946108
695,2.876398904,3.799518441,1.143531266,75.8401196,82.13261145
693,3.85836044,7.228748318,2.468399275,75.03415532,75.69648623
677,2.243598491,5.570441162,3.889078324,77.57017614,79.60046891
1034,4.334355581,5.402364132,1.162556908,76.60758667,65.67597809
598,2.428413432,11.58370845,3.204227042,76.71252417,83.41625234
623,2.211484177,10.75146008,1.261800082,81.44761692,77.54590337
931,4.467224849,8.536735813,2.512236618,76.06226887,78.84745981
692,2.550574553,6.083662742,2.44489748,76.40311463,79.15143245
782,2.907365599,6.073225235,3.188376656,73.83100446,75.56563608
1290,3.083689282,4.504451139,1.409311982,77.62447283,67.92562748
1312,3.534217896,4.122034978,2.098067438,75.82120001,88.65335915
1319,3.654303744,5.198268772,2.626094875,77.51880234,82.95285621
625,2.54754899,5.594342635,3.190406422,77.25033328,78.2588146
991,4.069323273,6.264664424,1.543488818,75.20121147,82.34342504
762,3.39591545,9.290477119,3.570585574,77.38551662,81.66920298
1003,2.836242514,11.45757063,2.063867121,76.83610152,88.57452548
833,5.130361297,6.103103409,3.551696015,74.12861098,65.15583518
487,2.791327729,9.309212103,2.672120725,79.65916739,75.07988429
692,4.127218971,5.47562435,0.666551376,78.30032513,75.62409896
895,2.206471573,6.800141999,4.083602621,77.0964296,75.81571445
701,2.566033371,6.429600505,1.577023461,75.33094606,75.20324356
812,2.801471062,8.428886352,1.583004201,75.33451328,76.20096845
797,0.867212514,9.154264723,1.762051588,76.42245899,79.71787571
424,2.612656286,6.025298103,2.575465413,76.98332423,70.60597583
924,2.658340838,5.40825314,3.331685075,76.87560171,76.55934438
989,3.749640757,3.354804547,1.645323558,76.89810354,71.69462513
699,2.525395909,4.161114785,1.418947591,78.5559613,82.46686315
624,3.178165277,11.27041156,2.122123792,73.48356519,70.71351731
483,3.704477899,4.731185689,1.94603053,75.65207582,85.26698875
576,3.634043154,3.993163192,2.701827676,75.82091193,84.37068183
1290,3.946343989,3.922965458,2.727163528,77.49508978,77.39721141
397,5.065749518,5.454297254,1.87737332,78.58055652,71.59074086
534,5.198887521,6.473106984,2.701991323,76.30868964,76.53785814
416,3.47183588,4.406753068,2.378160628,74.68331327,77.20810555
715,0.372377075,4.459142579,1.065021686,77.67377505,87.0064698
970,4.961005099,8.157987971,1.485515067,78.29124708,76.08552004
1292,3.951863117,2.161862534,1.503835768,79.11486378,82.25266869
931,4.116602055,6.254251021,3.135015641,79.71470805,72.56057967
1119,3.355812921,5.638987366,3.300396101,77.26899333,70.16274541
657,3.177515227,7.029045689,0.931943245,76.19046318,73.21110956
1141,5.198982399,7.503386277,2.159296977,80.08783336,71.82793652
1298,6.072262056,11.50468061,1.440281864,74.73445833,66.78154829
1220,2.035676327,6.769503567,1.54224506,76.84209622,82.7034994
1411,1.89732418,4.621009737,2.560055306,75.58544379,77.69975668
628,4.99925324,3.470500377,1.368642908,78.25864451,72.03674926
739,2.464748241,8.192445879,2.752651989,74.69714115,87.95084449
560,4.899979447,6.7273674,2.760673326,79.08596957,85.62175824
886,4.499685471,6.13165493,1.449748367,77.52900484,77.50453182
712,2.287923726,8.133874719,1.388340675,77.14780828,78.97534283
457,2.037070132,7.010939815,2.839277318,75.16723597,78.54734123
540,5.365642397,5.938129629,1.357369665,77.26360584,81.56757697
627,2.029959965,8.728653159,0.910830082,80.0437432,81.67130792
604,4.724968436,2.092726928,2.505756613,77.94422441,83.55230552
382,3.604395447,5.636027384,3.069419076,76.18631502,80.03682512
792,2.266308568,5.8780961,2.080896046,73.50795735,82.91327946
595,4.703336253,10.12093684,1.405444194,76.30546745,68.01522743
528,2.560951639,6.205860559,1.854582728,77.2184842,82.92972119
589,4.661863841,4.850179621,1.375439429,76.36423218,74.46176739
613,3.418171489,5.590929703,3.300465756,74.23903428,78.10489473
898,2.585566431,7.089434051,2.646055208,77.72808652,75.35173955
630,2.793137386,3.985444352,1.67336143,74.38589062,66.79789744
682,3.307155302,6.4560822,1.200222036,77.52204293,74.62937115
419,4.859461148,7.125409616,3.439479267,75.0812051,81.34721342
680,5.44597708,4.71994652,3.483492711,77.61252813,88.11574939
636,3.485924216,6.841103532,1.706715623,74.36198727,76.30931398
722,3.482872753,5.347531882,2.408338701,76.18401017,76.90352323
1234,2.853016755,6.14505892,2.78662414,76.78647452,87.46552979
595,2.823177747,10.221225,1.883603263,77.40789761,70.58702264
794,5.008104702,5.40714371,1.546294046,77.17851766,75.791145
629,2.247492875,5.432745476,2.109508994,75.05124545,89.3397592
1307,3.984261177,5.029937848,2.233344682,77.04575769,86.57227579
998,2.858738401,8.213761672,2.456866317,76.70937498,79.32290591
828,3.804128183,6.253918626,4.201009264,77.89973077,80.606922
521,1.858142176,3.826722686,1.338859515,77.54423351,95.85528339
619,2.343295886,10.502666,0.997684047,75.70169626,70.43070585
541,1.926111674,6.886683341,1.540852815,73.61163063,79.42980906
1073,1.87685147,3.577373275,2.113144528,75.93163943,79.57459494
673,4.591072265,2.331304379,1.71182518,75.84238199,74.27676804
996,3.349441025,6.173437486,3.565894618,76.73060794,81.19642269
1364,5.578141859,5.272082091,2.263553001,76.72547439,83.69448921
656,2.773130222,8.597174015,2.942022935,77.83880536,93.54128328
531,5.054644029,7.921577239,1.4461547,77.26534733,81.9777866
789,2.659699125,6.62027882,2.568335208,77.22792487,84.90969208
830,3.780470835,10.57201291,3.624016434,75.7139569,74.5765972
439,3.811344288,8.612217274,2.259523026,74.10662156,86.83651786
1057,2.237830373,5.631611519,2.505174678,74.52949593,76.76005885
839,3.890235559,5.725585071,1.984227594,77.48795413,77.33258842
908,2.612702113,6.390803851,4.414432084,78.37126329,88.78295218
1436,3.700468064,4.247554422,1.633407807,78.07244107,76.65804218
657,3.780978011,3.851607183,2.686877362,77.13155062,67.75461059
468,2.625445389,4.418414607,1.972966086,73.70911896,82.80237956
774,3.179234282,6.30305003,3.095889582,75.67974268,72.15490214
513,3.592777377,3.940012346,3.258075754,77.12917373,85.72557911
1382,4.330332903,4.513069235,1.506594119,74.90015078,78.45191987
738,3.789443825,10.85112272,2.220887733,77.98573748,82.98326076
1016,3.390861465,4.929353568,3.026022776,81.50337756,85.19262474
539,3.014650279,5.214387405,3.025770697,75.38942462,75.65521217
1097,2.915833073,4.236526715,1.191596678,75.32760249,80.50689343
1112,2.250585041,5.081113924,2.957316404,76.84663615,80.59966846
654,2.971438727,6.691829015,1.689513161,80.66801005,90.05328308
697,2.153351626,5.921095282,0.050617244,75.02807375,69.92050552
541,3.106032156,6.35737297,1.723225484,76.65431812,86.09074175
447,4.672213757,4.98024825,1.314978241,77.33988636,74.95169203
620,4.590019862,6.099459269,2.190013271,77.58287873,69.35708544
660,2.114298806,6.695009202,1.293180959,77.33338956,71.29668676
898,2.917687424,1.680907615,2.24017958,74.80564457,79.69495531
822,3.599735886,5.076527992,1.626107443,75.25392432,77.68094012
618,4.766080286,5.572511756,1.621216629,75.65694293,87.36788882
680,3.0343213,6.668069371,3.621544141,74.13131819,79.01650446
572,1.961703231,7.13468994,1.286229055,76.11155696,81.04914371
1004,4.251457352,4.025412039,1.046888323,75.85936896,81.58170026
867,2.767052496,9.885672267,2.738814527,76.10050041,71.63463411
922,2.18630146,11.40159013,2.658820013,77.03808842,86.12867505
468,2.793138675,8.075088438,3.007961727,74.99993311,88.08550307
937,4.010242692,3.460154762,2.60578215,76.75868053,70.69608132
551,2.88006207,4.752596691,3.071829494,75.46191585,77.09837371
1034,4.932928284,6.46099674,3.101433789,77.82321132,80.66851074
884,2.051657706,5.851594991,1.762614497,76.5405148,75.50053882
735,2.991201622,8.719369322,1.188346307,76.86657871,74.43929558
543,3.929593297,4.102122271,1.208073006,76.53476231,77.89015614
466,3.239127568,6.136681703,2.297071418,75.35635113,82.99428541
1032,2.750943531,4.566361501,3.029535582,75.39723653,83.40176911
494,3.273017134,7.32666225,3.810821755,76.53336605,80.00829967
555,3.714615456,5.704749107,4.428242782,74.43208499,79.5309365
